OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
1413,Pleasant Hill Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01408882,,N,29.5867091780642
1414,Baxter Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04362327,,N,91.6934876376248
1415,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02126052,,N,44.8044426338854
1416,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.0166834,,N,35.1418332311852
1417,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.0219737,,N,46.2747100336224
1418,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.02479677,,N,52.1446382501086
1419,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.01324325,,N,27.8958309674812
1420,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.00499027,,N,10.5116131926011
1421,Pleasant Hill Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01154388,,N,24.2888239380208
1422,Pleasant Hill Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0230811,,N,48.6319886352426
1423,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03382389,,N,71.2825460360667
1424,Pleasant Hill Trail - Connector,NORTH_DELAWARE,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01426698,,N,29.9673068347303
1425,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03518797,,N,74.1558132853018
1426,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.01115631,,N,23.4966462664861
1427,Baxter Trail,NORTH_DELAWARE,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,Y,N,Y,0.00666357,,N,14.0253570733925
1428,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02477043,,N,52.1142631705443
1429,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0165093,,N,34.7061323043264
1430,Pleasant Hill Trail,NORTH_DELAWARE,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04835078,,N,101.707577399951
1431,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.24685244,,N,519.873809744758
1432,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.21717113,,N,456.610576869008
1433,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01280111,,N,26.9755958297678
1434,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15244109,,N,320.301097756908
1435,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01379147,,N,28.9914071079719
1436,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01907059,,N,40.1893227654877
1437,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08136206,,N,171.269157001232
1438,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.46161042,,N,971.587191139653
1439,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03728749,,N,78.3504663379832
1440,White Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00991094,,N,20.8805589861327
1441,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00986103,,N,20.7690629343966
1442,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01560858,,N,32.8115676703719
1443,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.06720756,,N,141.592595377864
1444,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.10628315,,N,223.121352456048
1445,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.04576198,,N,96.3228116415601
1446,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.1113778,,N,233.972747442002
1447,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03627304,,N,76.2908441236513
1448,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02653516,,N,55.9246514263026
1449,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13167983,,N,277.03360895612
1450,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07032847,,N,147.824542574202
1451,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00693833,,N,14.6233730091942
1452,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09386863,,N,197.550788215041
1453,Forbidden Drive,WISSAHICKON,,Forbidden Drive,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.52933747,,N,1114.67763345045
1454,White Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04300882,,N,90.486081489235
1455,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06697419,,N,140.784475392809
1456,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05952492,,N,125.3091773832
1457,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03603772,,N,75.9028285762986
1458,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02572631,,N,54.0813035450435
1459,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01025836,,N,21.5926689025597
1460,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02739237,,N,57.5748316206565
1461,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00391994,,N,8.23320906020293
1462,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16620302,,N,349.937818203451
1463,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.01199952,,N,25.2864900095058
1464,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.07887673,,N,166.155327713187
1465,Fleuhr Trail,POQUESSING_FLUEHR,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01677547,,N,35.3509630767014
1466,Minor Trail,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02079665,,N,43.8215331345269
1467,Minor Trail,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03607582,,N,75.9363948642916
1468,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01659837,,N,34.8834014813308
1469,Minor Trail,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01788222,,N,37.6772141170968
1470,Minor Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03369353,,N,70.9017018770509
1471,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.04622246,,N,97.3207986828548
1472,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01904963,,N,40.1294929187783
1473,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01327302,,N,27.9066796898695
1474,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.03077992,,N,64.8391096267355
1475,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.06053334,,N,127.515494801575
1476,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0038353,,N,8.05910965711467
1477,Wooden Bridge Trail,PENNYPACK_HOLME,,Wooden Bridge Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10365227,,N,217.963444642057
1478,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01643788,,N,34.6007847288482
1479,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02185631,,N,46.0327029491388
1480,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02827564,,N,59.5470611704674
1481,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01891894,,N,39.8513693096205
1482,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00669235,,N,14.1019842658672
1483,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02068419,,N,43.5305535906968
1484,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01411575,,N,29.6716485586211
1485,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00535389,,N,11.2580076522165
1486,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00766649,,N,16.1008962660686
1487,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04385334,,N,92.3030089188789
1488,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01318368,,N,27.7553862775996
1489,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01310505,,N,27.5921196104221
1490,Wooden Bridge Trail - Connector,PENNYPACK_HOLME,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02377456,,N,49.9464325728208
1491,Wooden Bridge Trail,PENNYPACK_HOLME,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.015272,,N,32.1319350131148
1492,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11782575,,N,247.758221566074
1493,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02358476,,N,49.6408254385344
1494,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00388941,,N,8.17044645868629
1495,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00589559,,N,12.3810100531415
1496,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00286645,,N,6.02034472913241
1497,Axe Factory Lane,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00952373,,N,20.0772991374567
1498,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02006298,,N,42.2234134382627
1499,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01687878,,N,35.5773819485216
1500,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.22881672,,N,482.175530457742
1501,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01264466,,N,26.5555862758113
1502,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01180828,,N,24.8894632134525
1503,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02246421,,N,47.1854453907953
1504,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06355321,,N,133.550108361456
1505,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0323356,,N,67.9690323959829
1506,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00786702,,N,16.536244584188
1507,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03286687,,N,69.053956636311
1508,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03872038,,N,81.3367367688133
1509,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00887198,,N,18.6344462498476
1510,Orange Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0053709,,N,11.3196907506985
1511,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.00888857,,N,18.6959556563668
1512,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00654056,,N,13.7593200159642
1513,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10341163,,N,217.808746092771
1514,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21028895,,N,442.944959919355
1515,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01023225,,N,21.5353228023252
1516,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0768831,,N,161.748186267123
1517,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.06201496,,N,130.34298554367
1518,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.02313393,,N,48.6965687789337
1519,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.00875541,,N,18.4513681804043
1520,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.07469131,,N,157.305925595766
1521,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01093579,,N,23.0318301549442
1522,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02112049,,N,44.4914592873417
1523,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.01355792,,N,28.5697384456806
1524,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.0186428,,N,39.2814215389224
1525,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.04870898,,N,102.663900422819
1526,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01578186,,N,33.2161570039385
1527,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00276185,,N,5.82024158289584
1528,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.01303209,,N,27.436803198499
1529,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05823968,,N,122.758792757524
1530,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0436653,,N,91.8162137657745
1531,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.06169255,,N,130.032526772559
1532,Minor Trail,PENNYPACK,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0173634,,N,36.4716736701671
1533,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01241625,,N,26.0878598306129
1534,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01064811,,N,22.3960207734842
1535,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01085043,,N,22.869291623044
1536,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.01911093,,N,40.1747186787554
1537,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.02566808,,N,54.0157339520196
1538,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.01670813,,N,35.1756309582067
1539,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00569635,,N,11.974445409828
1540,Minor Trail,FDR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00706853,,N,14.857608846513
1541,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.08776885,,N,184.706489780475
1542,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01894332,,N,39.8297772957696
1543,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.26550766,,N,557.851685622036
1544,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0092094,,N,19.3815713322875
1545,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00814326,,N,17.1078849461616
1546,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.00661368,,N,13.9445446584909
1547,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.0315354,,N,66.396425886986
1548,Forbidden Drive,WISSAHICKON,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.04209238,,N,88.4963075576471
1549,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00600519,,N,12.6201309087546
1550,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00843492,,N,17.7303153172202
1551,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0649711,,N,136.808953118893
1552,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02862734,,N,60.1820479405246
1553,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.22432269,,N,471.528923640344
1554,Pennypack Trail,PENNYPACK,,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.07000259,,N,147.567383231957
1555,Pennypack Trail,PENNYPACK,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.00254096,,N,5.35082681525334
1556,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05676597,,N,119.619851537735
1557,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02463015,,N,51.8909709509477
1558,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00851831,,N,17.9425266737705
1559,Minor Trail,PENNYPACK,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.10874554,,N,228.470650538375
1560,Minor Trail,PENNYPACK,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0784944,,N,165.386429219659
1561,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00655218,,N,13.8222433285737
1562,Poquessing 3 Trail,POQUESSING,,Poquessing 3 Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05890483,,N,124.232518458812
1563,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01783713,,N,37.6101200418822
1564,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02118337,,N,44.5325407194891
1565,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.21034249,,N,443.742621359812
1566,Poquessing Creek Trail,POQUESSING,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01823939,,N,38.4779533690233
1567,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01619736,,N,34.1629207620134
1568,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00851105,,N,17.9068624362693
1569,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02303005,,N,48.5100023904536
1570,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01635853,,N,34.378525866504
1571,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01381447,,N,29.1287827683711
1572,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01174552,,N,24.6844180005143
1573,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02829549,,N,59.570509678889
1574,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00553952,,N,11.6493600555805
1575,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00601069,,N,12.632860602628
1576,Poquessing 3 Trail,POQUESSING,,Poquessing 3 Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05295231,,N,111.672392045571
1577,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00819667,,N,17.2647644123684
1578,Poquessing 3 Trail,POQUESSING,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03671679,,N,77.3472658996067
1579,Poquessing 3 Trail - Connector,POQUESSING,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02708861,,N,56.9883420141113
1580,Poquessing 3 Trail,POQUESSING,,Poquessing 3 Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06533406,,N,137.496231574179
1581,Poquessing Creek Trail,POQUESSING,,,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03924828,,N,82.5761267942073
1582,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.10691963,,N,224.944398574749
1583,Poquessing Creek Trail,POQUESSING,,Poquessing Creek Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.2376485,,N,501.300415576942
1584,Pennypack Trail,PENNYPACK,State Road Connector,Pennypack Trail,,MAJOR,HARD,EXISTING,,Y,Y,Y,Y,N,N,N,0.11917234,,N,250.52203308963
1585,Minor Trail,SRT_SCHUYLKILL_BANKS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00209982,,Y,4.40348551459674
1586,Schuylkill Banks,SRT_SCHUYLKILL_BANKS,,,,MAJOR,HARD,EXISTING,,Y,Y,N,Y,Y,Y,N,0.00988966,,Y,20.8105406922515
1587,Minor Trail,WEST_FAIRMOUNT,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0323929,<Null>,N,68.0807361562171
1588,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02275919,,N,47.8255020409223
1589,Minor Trail,PENNYPACK,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02426162,,N,51.1246671610932
1590,Minor Trail,FDR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0488744,,N,102.704457701949
